mech,hidden_feats,dropout,lr,weight_decay,epochs_per_batch,buffer_size,ewc_lam,si_c,eps_learn,method,avg_acc,batch1_acc,batch2_acc,batch3_acc,batch4_acc,batch5_acc,batch6_acc
ewc,256,0.0,0.0001,1e-05,10,2000,1000.0,10.0,True,random,0.794567207999413,0.9215217391304348,0.9448762986770312,0.728024229467308,0.6666040025293525,0.723304805793285,0.783072172399067
ewc,256,0.5,0.0005,1e-05,10,2000,1000.0,2.0,False,random,0.5969450072239982,0.9790711462450593,0.7544846401076314,0.3822554783538215,0.41920598841283135,0.5107801184990125,0.5358726717256332
ewc,128,0.5,0.0001,1e-05,20,2000,500.0,2.0,True,random,0.4689506737045475,0.7490513833992095,0.7514014500336348,0.5259575984322109,0.272435185343428,0.22631665569453588,0.2885417693242666
ewc,256,0.3,0.001,0.0,20,2000,1000.0,10.0,True,random,0.22748286946328036,0.9979051383399209,0.08518947604454742,0.06379832531623018,0.0587732640609779,0.08444700460829493,0.07478400840971058
ewc,128,0.5,0.0001,1e-05,10,2000,500.0,5.0,True,random,0.46385977458867284,0.5790118577075098,0.5617385454817251,0.48255834669517195,0.402577205065541,0.379312047399605,0.3779606451824841
ewc,256,0.3,0.0001,0.0001,20,10000,1000.0,5.0,True,random,0.46789516359374844,0.9337351778656127,0.43017041632409,0.23408159629431677,0.33563481619469177,0.4064351547070441,0.46731382017673534
ewc,128,0.5,0.0001,0.0001,20,2000,2000.0,10.0,False,random,0.4497273015546241,0.7936758893280632,0.7840832648179984,0.42825583466951717,0.24616751832926018,0.2000822909809085,0.24609901120199731
ewc,128,0.5,0.0001,0.0001,15,5000,1000.0,2.0,True,random,0.3021795757299299,0.592391304347826,0.33408700201808805,0.22738286121503654,0.19291439509168903,0.22452271231073073,0.24177917939620905
ewc,128,0.0,0.0005,0.0,20,5000,2000.0,5.0,True,random,0.2582811072554297,0.801897233201581,0.2599783242394798,0.057972563691430605,0.2043990224394579,0.14924292297564187,0.07619657698498736
ewc,128,0.0,0.0001,0.0,15,5000,2000.0,10.0,True,random,0.43016661584320187,0.9148221343873518,0.8320502279692055,0.3343666488508819,0.17141489925315742,0.16678736010533246,0.1615584244932821
si,64,0.5,0.001,1e-05,20,5000,500.0,2.0,True,random,0.3983096950662029,0.7811857707509882,0.4903953957694895,0.3339212542312489,0.15030847845777862,0.28742593811718237,0.3466213330705299
si,128,0.5,0.0001,0.0001,15,10000,2000.0,5.0,False,random,0.37260511085503256,0.6618577075098814,0.46658943119814633,0.30345626224835204,0.28990138943482646,0.26022053982883475,0.2536053349101541
si,64,0.5,0.001,0.0,10,2000,1000.0,2.0,True,random,0.5761555699803113,0.6134782608695653,0.7928843710292249,0.4427578834847675,0.39046023960487414,0.564466754443713,0.6528859104497224
si,64,0.0,0.0001,0.0001,10,5000,500.0,5.0,True,random,0.3371754030599449,0.785691699604743,0.7553255101278122,0.1975770532691965,0.09821749013039838,0.07954246214614878,0.10669820308137053
si,256,0.5,0.001,1e-05,15,5000,1000.0,2.0,False,random,0.2513113986450669,0.9896837944664032,0.29785484714851634,0.04083377872795296,0.08028985011877703,0.04809084924292298,0.05111527216582898
